"Url"	"Sisu"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257F0700482A20?OpenDocument"	"1. kiita heaks ja esitada Tartu Linnavolikogule otsuse ""Tähtvere linnaosas tänavatele nimede määramine"" eelnõu."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G68A3844F8FFF3D85C2257F33004DA8B3?OpenDocument"	"1. kiita heaks ja esitada Tartu Linnavolikogule otsuse ""Loa andmine surugaasil töötavate sõiduautode liisimiseks riigihanke korraldamiseks"" eelnõu;2. ettekandjaks linnavolikogus määrata abilinnapea Valvo Semilarski."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GD34315A5FC5D0597C2257F480034709B?OpenDocument"	"1. kiita heaks ja esitada Linnavolikogule otsuse ""Loa andmine projektides osalemiseks ja riigihangete korraldamiseks ning Tartu linnapiirkonna jätkusuutliku arengu  tegevuskava heakskiitmise delegeerimine"" eelnõu;2. ettekandjaks linnavolikogus määrata abilinnapea Valvo Semilarski."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257C9300489CBC?OpenDocument"	"1. kiita heaks ja esitada Tartu Linnavolikogu otsuse ""Loa andmine Tartu linna omandis oleva Raatuse tn 118 kinnistu tasuta võõrandamiseks Eesti Vabariigile"";2. ettekandjaks linnavolikogus määrata abilinnapea Jarno Laur"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EC70044ECA0?OpenDocument"	"1. Esitada Tartu Linnavolikogule otsuse ""Kastani tn 43 krundi detailplaneeringu vastuvõtmine ja avalikule väljapanekule suunamine"" eelnõu.2. Ettekandjaks Tartu Linnavolikogus määrata abilinnapea Jarno Laur."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G927C03E54FBF60E1C2257F4E00418469?OpenDocument"	"1. kiita heaks ja esitada Tartu Linnavolikogule otsuse ""Lina tn 4 // 6 // 7 // 8 // 9 // 11 // Aleksandri tn 32 krundi detailplaneeringu  kehtestamine"" eelnõu.2. Ettekandjaks linnavolikogus määrata abilinnapea Jarno Laur"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G7B127B9E8F78F383C2257F4C004558F1?OpenDocument"	"1. Esitada Tartu Linnavolikogule otsuse “Paju tn 1a krundi detailplaneeringu kehtestamine""  eelnõu.2. Ettekandjaks linnavolikogus määrata abilinnapea Jarno Laur."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G15FEB4C7D862D6B3C2257F4D0048D967?OpenDocument"	"1. kiita heaks ja esitada Tartu Linnavolikogule otsuse ""Ettepanek haldusterritoriaalse korralduse muutmiseks läbirääkimiste alustamiseks"" eelnõu;2. ettekandjaks linnavolikogus määrata linnapea Urmas Klaas."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GCE9206824116A949C2257F4E00520614?OpenDocument"	"1. kiita heaks ja esitada Tartu Linnavolikogule otsuse ""Aukodaniku nimetuse ja Tartu Tähe andmine"" eelnõu;2. ettekandjaks linnavolikogus määrata linnapea Urmas Klaas."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257ECA002D2976?OpenDocument"	"1. kiita heaks ja esitada Tartu Linnavolikogule otsuse ""Maarjamõisa linnaosas asuvale tänavale nime määramine"" eelnõu.2. määrata linnavolikogus ettekandjaks abilinnapea Jarno Laur."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G24202B0B366D9FA4C2257F3300503F3A?OpenDocument"	"1. esitada linnavolikogule otsuse ""Tartu Linnavolikogu 25.06.2015 otsuse nr 229 ""Loa andmine projektis ""Tartu raudteejaama arendamine ja ligipääsetavuse suurendamine"" muutmine"" eelnõu;2. ettekandjaks linnavolikogus määrata abilinnapea Valvo Semilarski."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G8CCA2DE6ACCE9D04C2257F31002D41EB?OpenDocument"	"1. Esitada Tartu Linnavolikogule otsuse “Tähe 19 ja Tähe 19a kruntide detailplaneeringu kehtestamine""  eelnõu.2. Ettekandjaks linnavolikogus määrata abilinnapea Jarno Laur."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257F2B004277B6?OpenDocument"	"1.  Esitada Tartu Linnavolikogule otsuse “Laulupeo pst 15 krundi detailplaneeringu kehtestamine""  eelnõu.2. Ettekandjaks linnavolikogus määrata abilinnapea Jarno Laur."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257F2200562030?OpenDocument"	"Esitada Tartu Linnavolikogule otsuse ""A. Haava tn 16 krundi detailplaneeringu kehtestamine"" eelnõu.2. Ettekandjaks Tartu Linnavolikogus määrata abilinnapea Jarno Laur."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257DDF0076E50A?OpenDocument"	"Esitada Tartu Linnavolikogule otsuse ""Riia tn 1 krundi detailplaneeringu vastuvõtmine ja avalikule väljapanekule suunamine"" eelnõu.2. Ettekandjaks linnavolikogus määrata  abilinnapea Jarno Laur."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E9E0020B4F6?OpenDocument"	"1. Esitada Tartu Linnavolikogule otsuse ""Rebase tn 23a krundi ning lähiala detailplaneeringu vastuvõtmine ja avalikule väljapanekule suunamine"" eelnõu.2. Ettekandjaks Tartu Linnavolikogus määrata abilinnapea Jarno Laur."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257F2B0031E4EA?OpenDocument"	"1. kiita heaks ja esitada Tartu Linnavolikogule otsuse ""Tartu Ülikooli IT keskuse ehitamiseks linnale kuuluvate kinnisasjade otsustuskorras võõrandamiseks loa andmine"" esitamine eelnõu;2. ettekandjaks linnavolikogus määrata Jarno Laur"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EF500743054?OpenDocument"	"1. kiita heaks ja esitada Tartu Linnavolikogule otsuse ""Tartu Elamuhalduse AS-s osalemise lõpetamine"" eelnõu;2. ettekandjaks linnavolikogus määrata abilinnapea Kajar Lember."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257F0D002FCEDF?OpenDocument"	"1. Kiita heaks ja esitada Tartu linnavolikogule eelnõu ""Loa andmine OÜga Tartu Veekeskus rendilepingu sõlmimiseks"" 2. Ettekandjaks linnavolikogus määrata abilinnapea Kajar Lember"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257F0A002F8F72?OpenDocument"	"kiita heaks ja esitada Tartu Linnavolikogule otsuse ""Loa andmine linnale kuuluvast Riia tänav T179 krundist maaosa otsustuskorras võõrandamiseks"" eelnõu.2. ettekandjaks linnavolikogus määrata Jarno Laur."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257F0F00046109?OpenDocument"	"1. kiita heaks ja esitada Tartu Linnavolikogule otsuse  ""Halduslepingute sõlmimine viivistasu otsuse kolmanda eksemplari edastamiseks"" eelnõu;2. määrata ettekandjaks linnavolikogus linnasekretär Jüri Mölder."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257F0A0040C3FF?OpenDocument"	"1. kiita heaks ja esitada Tartu Linnavolikogule otsuse ""Osalemine projektis ""Põhimaanteid E263 Tallinn-Tartu-Luhamaa ja T3 Jõhvi-Tartu-Valga ühendava Tartu idapoolse ringtee 3. ehitusala"" ehitamine"" eelnõu;2. ettekandjaks linnavolikogus määrata abilinnapea Valvo Semilarski."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EFC0020CDC2?OpenDocument"	"1. kiita heaks ja esitada Tartu Linnavolikogule otsuse ""Toetuse andmine OÜle Lõuna Jää"" eelnõu;2. ettekandjaks linnavolikogus määrata abilinnapea Tiia Teppan."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EE0002C7264?OpenDocument"	"1. kiita heaks ja esitada Tartu Linnavolikogule otsuse ""Ülejõe linnaosas tänavale nime määramine"" eelnõu.2. määrata linnavolikogus ettekandjaks abilinnapea Jarno Laur."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257ED0003EA007?OpenDocument"	"1. kiita heaks ja esitada Tartu Linnavolikogule otsuse ""Tartu linna vee-ettevõtja määramine"" eelnõu;2. ettekandjaks linnavolikogus määrata abilinnapea Valvo Semilarski."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EEB002845B3?OpenDocument"	"1. kiita heaks ja esitada Tartu Linnavaolikogule otsuse ""Tartu Linnavolikogu 04. detsembri 2014.a otsuse nr 156 ""Kohalike teede nimekiri"" muutmine"" eelnõu;2. ettekandjaks linnavolikogus määrata............................."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EEA0032113A?OpenDocument"	"1. kiita heaks ja esitada Tartu Linnavolikogule otsuse ""Luunja vallaga halduslepingu sõlmimine"" eelnõu;2. ettekandjaks linnavolikogus määrata abilinnapea Riho Raave."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EEC002B40F7?OpenDocument"	"1. kiita heaks ja esitada Tartu Linnavolikogule otsuse ""Loa andmine projektis ""OSIRYS"" osalemiseks"" eelnõu;2. ettekandjaks linnavolikogus määrata......................................"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EF800298D39?OpenDocument"	"kiita heaks ja esitada Tartu Linnavolikogule otsuse ""Loa andmine linnale kuuluvast Tähe tänav T133 kinnistust maaosa otsustuskorras võõrandamiseks"" eelnõu.2. ettekandjaks linnavolikogus määrata Jarno Laur."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257F02002BDACD?OpenDocument"	"1. Esitada Tartu Linnavolikogule otsuse ""Tähe 19 ja Tähe 19a kruntide detailplaneeringu vastuvõtmine ja avalikule väljapanekule suunamine"" eelnõu.2. Ettekandjaks Tartu Linnavolikogus määrata abilinnapea Jarno Laur."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257F0000312A76?OpenDocument"	"Esitada Tartu Linnavolikogule otsuse ""A. Haava tn 16 krundi detailplaneeringu vastuvõtmine ja avalikule väljapanekule suunamine"" eelnõu.2. Ettekandjaks Tartu Linnavolikogus määrata abilinnapea Jarno Laur."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EAE0039E858?OpenDocument"	"1.  Kiita heaks ja esitada Tartu Linnavolikogule otsuse “ Riia tn 193 krundi ja lähiala detailplaneeringu kehtestamine""  eelnõu.2. Ettekandjaks linnavolikogus määrata abilinnapea Jarno Laur."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EF9003D8698?OpenDocument"	"1. Esitada Tartu Linnavolikogule otsuse ""Lai 11, 13, 15 ning Lutsu 4, 8, 10 kruntide detailplaneeringu osaline kehtetuks tunnistamine Lutsu tn 12 krundi osas"" eelnõu.2. Ettekandjaks Tartu Linnavolikogus määrata abilinnapea Jarno Laur."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E28003C9B30?OpenDocument"	"1. kiita heaks ja esitada Tartu Linnavolikogule otsuse ""Ülejõe linnaosas tänavale nime määramine""eelnõu;2. määrata linnavolikogus ettekandjaks abilinnapea Jarno Laur."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E44002CA9C3?OpenDocument"	"1. kiita heaks ja esitada Tartu Linnavolikogule otsuse ""Sihtasutuse Tartu Eluasemefond põhikirja uue redaktsiooni kinnitamine"" eelnõu;2. Määrata linnavolikogus ettekandjaks abilinnapea ..............."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EE500306431?OpenDocument"	"1. kiita heaks ja esitada Tartu Linnavolikogule otsuse ""Loa andmine Tartu linna teede projekteerimise, ehitamise ja remondi riigihangete korraldamiseks"" eelnõu;2. ettekandjaks linnavolikogus määrata abilinnapea Valvo Semilarski."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EBD003F4AB9?OpenDocument"	"1. kiita heaks ja esitada Tartu Linnavolikogule otsuse  ""Loa andmine Tartu linna bussidepoo projekteerimiseks ja ehitamiseks riigihanke korraldamiseks"" eelnõu;2. ettekandjaks linnavolikogus määrata abilinnapea Valvo Semilarski."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EC20028350C?OpenDocument"	"1.  kiita heaks ja esitada Tartu Linnavolikogule otsuse ""Loa andmine Tartu tänavate aastaringse hoolduse riigihanke korraldamiseks"" eelnõu;2. määrata ettekandjaks linnavolikogus abilinnapea Valvo Semilarski."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257ED70025CCB0?OpenDocument"	"1. kiita heaks ja esitada Tartu Linnavolikogule otsuse """"Tartu linna liiklusohutusprogramm 2016-2025"" koostamise algatamine"" eelnõu;2. ettekandjaks linnavolikogus määrata abilinnapea Valvo Semilarski."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EEA005199A3?OpenDocument"	"1. Esitada Tartu Linnavolikogule otsuse ""Tähtvere tn 33 // 35 // 37 ja Tähtvere tn 39 kruntide detailplaneeringu kehtestamine"" eelnõu.2. Ettekandjaks Tartu Linnavolikogus määrata abilinnapea Jarno Laur."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EEC004DAE1F?OpenDocument"	"1. Esitada Tartu Linnavolikogule otsuse ""Herne tn 45a ja Marja tn 26 kruntide detailplaneeringu kehtestamine"" eelnõu.2. Ettekandjaks Tartu Linnavolikogus määrata abilinnapea Jarno Laur."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EC4001F2194?OpenDocument"	"1. Esitada Tartu Linnavolikogule otsuse ""Pepleri tn 34 krundi detailplaneeringu kehtestamine"" eelnõu.2. Ettekandjaks Tartu Linnavolikogus määrata abilinnapea Jarno Laur."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EE000270D77?OpenDocument"	"1.  Kiita heaks ja esitada Tartu Linnavolikogule otsuse “Riia tn 181, Ringtee tn 75 ja 75h kruntide detailplaneeringu kehtestamine""  eelnõu2. Ettekandjaks linnavolikogus määrata abilinnapea Jarno Laur"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EDF004255DA?OpenDocument"	"1. Esitada Tartu Linnavolikogule otsuse ""Krundi Kastani 38 detailplaneeringu kehtetuks tunnistamine"" eelnõu.2. Ettekandjaks Tartu Linnavolikogus määrata abilinnapea Jarno Laur."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257ECB00256F01?OpenDocument"	"1.  Kiita heaks ja esitada Tartu Linnavolikogule otsuse “Laulupeo pst 15 krundi detailplaneeringu vastuvõtmine ja avalikule väljapanekule suunamine""  eelnõu.2. Ettekandjaks linnavolikogus määrata abilinnapea Jarno Laur."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EB500336C63?OpenDocument"	"1. kiita heaks ja esitada Tartu Linnavolikogule otsuse ""Loa andmine riigihangete korraldamiseks Tartu lasteaia- ja koolihoonetes ehitus- ja remonttööde teostamiseks"" eelnõu;2. ettekandjaks linnavolikogus määrata abilinnapea Kajar Lember."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EC9001DB161?OpenDocument"	"1. Kiita heaks ja esitada Tartu Linnavolikogule otsuse ""Loa andmine riigihanke ""Erivajadusega isikute sotsiaaltransporditeenus 2016-2017"" korraldamiseks"" eelnõu.2. Ettekandjaks linnavolikogus määrata abilinnapea Artjom Suvorov."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EB50037FD88?OpenDocument"	"1. kiita heaks ja esitada Tartu Linnavolikogule otsuse ""Loa andmine riigihanke ""Võidu silla kujundusvalgustuse ost koos paigaldusega"" korraldamiseks"" eelnõu;2. ettekandjaks linnavolikogus määrata abilinnapea Valvo Semilarski."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED2005921E4C2257B8D00472195?OpenDocument"	"1. Kiita heaks ja esitada Tartu Linnavolikogule otsuse ""Tiigi tn 67 krundi detailplaneeringu algatamine, lähteseisukohtade kinnitamine ning keskkonnamõju strateegilise hindamise algatamata jätmine"" eelnõu.2. Ettekandjaks linnavolikogus määrata abilinnapea Jarno Laur."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EAB0045042F?OpenDocument"	"1. Esitada Tartu Linnavolikogule otsuse ""Ravila tn 14a // 14b // 14c krundi detailplaneeringu koostamise algatamine ja lähteseisukohtade kinnitamine ning keskkonnamõju strateegilise hindamise algatamata jätmine"" eelnõu.2. Ettekandjaks Tartu Linnavolikogus määrata abilinnapea Jarno Laur."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EBC0040D948?OpenDocument"	"1. Esitada Tartu Linnavolikogule otsuse ""Paju tn 1a krundi detailplaneeringu vastuvõtmine ja avalikule väljapanekule suunamine"" eelnõu.2. Ettekandjaks Tartu Linnavolikogus määrata abilinnapea Jarno Laur."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E270023A08E?OpenDocument"	"1. kiita heaks ja esitada Tartu Linnavolikogule otsuse ""Kesklinna linnaosas asuvale haljasalale nime määramine"" eelnõu.2. määrata linnavolikogus ettekandjaks abilinnapea Jarno Laur."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EA7005F81A8?OpenDocument"	"1. kiita heaks ja esitada Tartu Linnavolikogule otsuse ""Autovabal päeval tasuta sõidu õiguse andmine Tartu linna ühistranspordis"" eelnõu;2. ettekandjaks linnavolikogus määrata abilinnapea Valvo Semilarski."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EAE00463207?OpenDocument"	"kiita heaks ja esitada Tartu Linnavolikogu otsuse ""Loa andmine linnale kuuluvate kinnistute otsustuskorras võõrandamiseks ja linnavara omandamiseks"" eelnõu.2. ettekandjaks linnavolikogus määrata Jarno Laur."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EAD003E5A8B?OpenDocument"	"1. kiita heaks ja esitada Tartu Linnavolikogule otsuse ""Loa andmine hanke korraldamiseks projekti ""Tartu linnas asuvate Nõukogude Liidu aegsete sõjaväelennujaama hoonete lammutamine IV etapp"" käigus teostatavate lammutustööde tellimiseks"" eelnõu;2. ettekandjaks linnavolikogus määrata........................"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EA6003E5099?OpenDocument"	"1. kiita heaks ja esitada Tartu Linnavolikogule otsuse ""Loa andmine riigihanke ""Tartu linna elamute, haldushoonete  ja rajatiste korrashoiuteenus 01.01.2016 - 31.12.2018"" korraldamiseks"" eelnõu;2. ettekandjaks linnavolikogus määrata abilinnapea Kajar Lember."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E65003C8927?OpenDocument"	"1. Esitada Tartu Linnavolikogule otsuse eelnõu ""Loa andmine riigihanke korraldamiseks Tartu Oskar Lutsu nimelise Linnaraamatukogu ruumide koristusteenuse ostmiseks."" 2. Ettekandjaks linnavolikogus määrata abilinnapea Tiia Teppan."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E66002D8FF0?OpenDocument"	"1. Saata linnavolikogule heakskiitmiseks otsuse eelnõu ""Loa andmine liitumislepingu sõlmimiseks"""
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EAF00457876?OpenDocument"	"1. kiita heaks ja esitada Tartu Linnavolikogule otsuse ""Tartu kesklinna üldplaneeringu vastuvõtmine, üldplaneeringu ja keskkonnamõju strateegilise hindamise aruande avalikule väljapanekule ja arutelule suunamine"" eelnõu.2. ettekandjaks linnavolikogus määrata abilinnapea Jarno Laur."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EB20048124E?OpenDocument"	"1.  Kiita heaks ja esitada Tartu Linnavolikogule otsuse “Herne tn 45a ja Marja tn 26 kruntide detailplaneeringu vastuvõtmine ja avalikule väljapanekule suunamine ""  eelnõu.2. Ettekandjaks linnavolikogus määrata abilinnapea Jarno Laur."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E99003F5B83?OpenDocument"	"1. Esitada Tartu Linnavolikogule otsuse ""Tähtvere tn 33 // 35 // 37 ja Tähtvere tn 39 kruntide detailplaneeringu vastuvõtmine ja avalikule väljapanekule suunamine"" eelnõu.2. Ettekandjaks Tartu Linnavolikogus määrata abilinnapea Jarno Laur."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E910045E286?OpenDocument"	"1. Esitada Tartu Linnavolikogule otsuse ""Emajõe vasakkalda kaldarajatiste detailplaneeringu kehtestamine"" eelnõu.2. Ettekandjaks Tartu Linnavolikogus määrata abilinnapea Jarno Laur."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E92001DC904?OpenDocument"	"Esitada Tartu Linnavolikogule otsuse ""Tuule tn 2b krundi detailplaneeringu kehtestamine"" eelnõu.2. Ettekandjaks Tartu Linnavolikogus määrata abilinnapea Jarno Laur."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E5700485FEA?OpenDocument"	""
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E500042209E?OpenDocument"	"kiita heaks ja esitada Tartu Linnavolikogu otsuse ""Loa andmine linnale kuuluvate kinnistute otsustuskorras võõrandamiseks"" eelnõu.2. ettekandjaks linnavolikogus määrata Urmas Ahven."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E5A00248DBE?OpenDocument"	"1. Esitada Tartu Linnavolikogule otsuse ""Päeva 1, Tähe 8, Tähe 10 ja Pargi 15 kruntide detailplaneeringu vastuvõtmine ja avalikule väljapanekule suunamine ning keskkonnamõju strateegilise hindamise algatamata jätmine"" eelnõu.2. Ettekandjaks Tartu Linnavolikogus määrata abilinnapea Jarno Laur."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E5400311034?OpenDocument"	"1. Esitada Tartu Linnavolikogule otsuse ""Õnne tn 19 krundi detailplaneeringu koostamise algatamine ja lähteseisukohtade kinnitamine"" eelnõu.2. Ettekandjaks Tartu Linnavolikogus määrata abilinnapea Jarno Laur."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E5F002B4C17?OpenDocument"	"1. Esitada Tartu Linnavolikogule otsuse ""Riia tn 18 krundi detailplaneeringu koostamise algatamine ja lähteseisukohtade kinnitamine"" eelnõu.2. Ettekandjaks Tartu Linnavolikogus määrata abilinnapea Jarno Laur."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E43003759EE?OpenDocument"	"1. kiita heaks ja esitada Tartu Linnavolikogule otsuse ""Lina tn 4 // 6 // 7 // 8 // 9 // 11 // Aleksandri tn 32 krundi detailplaneeringu  vastuvõtmine ja avalikule väljapanekule suunamine ning  keskkonnamõju strateegilise hindamise algatamata jätmine "" eelnõu.2. Ettekandjaks linnavolikogus määrata abilinnapea Jarno Laur"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E5700433D95?OpenDocument"	"1. Esitada Tartu Linnavolikogule otsuse ""Emajõe vasakkalda kaldarajatiste detailplaneeringu vastuvõtmine ja avalikule väljapanekule suunamine"" eelnõu.2. Ettekandjaks Tartu Linnavolikogus määrata abilinnapea Jarno Laur."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E5B002818BF?OpenDocument"	"1.  Kiita heaks ja esitada Tartu Linnavolikogule otsuse “Lossi tn 38 krundi ja lähiala  detailplaneeringu kehtestamine""  eelnõu.2. Ettekandjaks linnavolikogus määrata abilinnapea Jarno Laur."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257DF20030749C?OpenDocument"	"1. Kiita heaks ja esitada Tartu Linnavolikogule otsuse ""Ranna pst 36 krundi detailplaneeringu kehtestamine"" eelnõu.2. Ettekandjaks linnavolikogus määrata abilinnapea Jarno Laur."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E59003B4B62?OpenDocument"	"1. Esitada Tartu Linnavolikogule otsuse ""Turu tn 18 krundi osa detailplaneeringu kehtestamine"" eelnõu.2. Ettekandjaks Tartu Linnavolikogus määrata abilinnapea Jarno Laur."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E59001E997A?OpenDocument"	"1. Kiita heaks ja esitada Tartu Linnavolikogule otsuse ""Nõmme tn 17a ja Nõmme tn 17b kruntide detailplaneeringu kehtestamine"" eelnõu.2. Ettekandjaks linnavolikogus määrata  abilinnapea Jarno Laur."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E3B002250F7?OpenDocument"	"1.  kiita heaks ja esitada Tartu Linnavolikogule otsuse “ Aardla tn 23e // 23h krundi krundi detailplaneeringu kehtestamine"" eelnõu.2. ettekandjaks linnavolikogus määrata abilinnapea Jarno Laur."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E5900247CC1?OpenDocument"	"1. esitada Linnavolikogule otsuse ""Loa andmine lapsehoiukohtade ja lapsehoiuteenuse pakkumise projektis osalemiseks"" eelnõu;2. määrata linnavolikogus ettekandjaks abilinnapea Tiia Teppan."
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E5E004F4993?OpenDocument"	"1. Saata linnavolikogule otsuse eelnõu ""Loa andmine riigihangete korraldamiseks tööde lõpetamise tähtajaga 2016.a"""
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E5B00272C2B?OpenDocument"	"1. Kiita heaks ja saata linnavolikogule otsuse  ""Loa andmine tänavate korrashoiutööde riigihanke korraldamiseks perioodiks 01.01.2016-31.12.2019"" eelnõu"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E5A0025893A?OpenDocument"	"1. kiita heaks ja esitada Tartu Linnavolikogule otsuse  ""Loa andmine projektis ""Tartu raudteejaama arendamine ja ligipääsetavuse suurendamine"" osalemiseks"" eelnõu;2. ettekandjaks linnavolikogus määrata abilinnapea Valvo Semilarski"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E4C00395B6F?OpenDocument"	"1. kiita heaks ja esitada Tartu Linnavolikogule otsuse ""Loa andmine riigihangete korraldamiseks"" eelnõu"
